rnaID,geneID,ENTREZ
rna24048,gene10413,406150
rna21202,gene9199,406151
rna21201,gene9199,406151
rna21203,gene9199,406151
rna21204,gene9199,406151
rna17240,gene7447,406152
rna17319,gene7487,406153
rna17320,gene7487,406153
rna14924,gene6472,406154
rna14925,gene6472,406154
rna24840,gene10774,406155
rna18079,gene7823,408264
rna18076,gene7823,408264
rna18077,gene7823,408264
rna18078,gene7823,408264
rna18073,gene7823,408264
rna18074,gene7823,408264
rna18075,gene7823,408264
rna18072,gene7823,408264
rna18071,gene7823,408264
rna19590,gene8502,408267
rna19591,gene8502,408267
rna19592,gene8502,408267
rna19593,gene8502,408267
rna19594,gene8502,408267
rna19595,gene8502,408267
rna19596,gene8502,408267
rna19597,gene8502,408267
rna19505,gene8462,408269
rna19504,gene8461,408270
rna19502,gene8459,408271
rna19501,gene8459,408271
rna19500,gene8459,408271
rna19499,gene8459,408271
rna19498,gene8459,408271
rna19497,gene8459,408271
rna19493,gene8459,408271
rna19494,gene8459,408271
rna19495,gene8459,408271
rna19496,gene8459,408271
rna19492,gene8459,408271
rna19490,gene8459,408271
rna19491,gene8459,408271
rna19489,gene8459,408271
rna19481,gene8455,408272
rna19480,gene8455,408272
rna19479,gene8455,408272
rna19478,gene8455,408272
rna19451,gene8448,408273
rna19403,gene8429,408275
rna19404,gene8429,408275
rna19405,gene8429,408275
rna19406,gene8429,408275
rna19407,gene8429,408275
rna19408,gene8429,408275
rna19409,gene8429,408275
rna19399,gene8425,408276
rna19390,gene8420,408277
rna19384,gene8417,408278
rna19383,gene8417,408278
rna19382,gene8417,408278
rna19380,gene8417,408278
rna19381,gene8417,408278
rna19373,gene8411,408280
rna19093,gene8279,408282
rna19092,gene8279,408282
rna19090,gene8279,408282
rna19091,gene8279,408282
rna19089,gene8279,408282
rna19084,gene8279,408282
rna19085,gene8279,408282
rna19086,gene8279,408282
rna19087,gene8279,408282
rna19088,gene8279,408282
rna19095,gene8279,408282
rna19094,gene8279,408282
rna19076,gene8274,408283
rna19075,gene8274,408283
rna19165,gene8315,408284
rna19150,gene8308,408285
rna19149,gene8308,408285
rna19036,gene8261,408286
rna19037,gene8261,408286
rna19038,gene8261,408286
rna19035,gene8261,408286
rna19041,gene8261,408286
rna19039,gene8261,408286
rna19040,gene8261,408286
rna19024,gene8259,408288
rna18989,gene8239,408291
rna18944,gene8215,408292
rna18943,gene8215,408292
rna18935,gene8211,408293
rna18936,gene8211,408293
rna18937,gene8211,408293
rna18938,gene8211,408293
rna18925,gene8209,408294
rna18926,gene8209,408294
rna18929,gene8209,408294
rna18927,gene8209,408294
rna18928,gene8209,408294
rna18930,gene8210,408295
rna18931,gene8210,408295
rna18932,gene8210,408295
rna18933,gene8210,408295
rna18934,gene8210,408295
rna18893,gene8200,408297
rna18881,gene8191,408298
rna18882,gene8191,408298
rna18664,gene8095,408299
rna18665,gene8095,408299
rna18538,gene8034,408301
rna18611,gene8071,408302
rna18164,gene7853,408303
rna18166,gene7853,408303
rna18165,gene7853,408303
rna18065,gene7818,408304
rna18156,gene7851,408306
rna18155,gene7851,408306
rna18157,gene7851,408306
rna18158,gene7851,408306
rna18159,gene7851,408306
rna18160,gene7851,408306
rna18161,gene7851,408306
rna21098,gene9142,408308
rna21044,gene9128,408309
rna21045,gene9128,408309
rna21046,gene9128,408309
rna21047,gene9128,408309
rna21048,gene9128,408309
rna21049,gene9128,408309
rna21050,gene9128,408309
rna21051,gene9128,408309
rna21052,gene9128,408309
rna21053,gene9128,408309
rna21054,gene9128,408309
rna21055,gene9128,408309
rna21056,gene9128,408309
rna21057,gene9128,408309
rna21058,gene9128,408309
rna21059,gene9128,408309
rna21060,gene9128,408309
rna21061,gene9128,408309
rna21062,gene9128,408309
rna21063,gene9128,408309
rna21064,gene9128,408309
rna21065,gene9128,408309
rna21165,gene9184,408310
rna21166,gene9184,408310
rna21172,gene9189,408311
rna21176,gene9189,408311
rna21175,gene9189,408311
rna21174,gene9189,408311
rna21173,gene9189,408311
rna21177,gene9189,408311
rna21181,gene9189,408311
rna21180,gene9189,408311
rna21179,gene9189,408311
rna21178,gene9189,408311
rna21183,gene9189,408311
rna21184,gene9189,408311
rna21185,gene9189,408311
rna21186,gene9189,408311
rna21187,gene9189,408311
rna21182,gene9189,408311
rna21193,gene9193,408312
rna21194,gene9193,408312
rna21215,gene9203,408314
rna21216,gene9203,408314
rna21213,gene9203,408314
rna21214,gene9203,408314
rna21217,gene9204,408315
rna21218,gene9204,408315
rna21219,gene9204,408315
rna21220,gene9204,408315
rna21221,gene9204,408315
rna21222,gene9204,408315
rna21223,gene9204,408315
rna21242,gene9211,408316
rna21333,gene9250,408317
rna21445,gene9291,408319
rna21446,gene9291,408319
rna21444,gene9291,408319
rna21443,gene9291,408319
rna21440,gene9291,408319
rna21441,gene9291,408319
rna21442,gene9291,408319
rna21787,gene9445,408320
rna21788,gene9446,408321
rna21789,gene9446,408321
rna21926,gene9495,408322
rna21927,gene9495,408322
rna21928,gene9495,408322
rna21954,gene9507,408324
rna21955,gene9508,408325
rna21958,gene9510,408327
rna21973,gene9513,408328
rna21976,gene9515,408329
rna21982,gene9519,408331
rna21983,gene9519,408331
rna21984,gene9519,408331
rna21985,gene9519,408331
rna21986,gene9519,408331
rna21987,gene9519,408331
rna21988,gene9519,408331
rna21989,gene9519,408331
rna21990,gene9519,408331
rna21991,gene9519,408331
rna21992,gene9519,408331
rna21993,gene9519,408331
rna22005,gene9524,408332
rna22006,gene9524,408332
rna22004,gene9524,408332
rna22018,gene9527,408333
rna22017,gene9527,408333
rna22016,gene9527,408333
rna22015,gene9527,408333
rna22012,gene9527,408333
rna22013,gene9527,408333
rna22014,gene9527,408333
rna22010,gene9527,408333
rna22011,gene9527,408333
rna22009,gene9527,408333
rna22019,gene9527,408333
rna22020,gene9527,408333
rna22025,gene9531,408335
rna22026,gene9531,408335
rna19628,gene8522,408336
rna19630,gene8522,408336
rna19631,gene8522,408336
rna19629,gene8522,408336
rna19870,gene8618,408337
rna19862,gene8618,408337
rna19863,gene8618,408337
rna19864,gene8618,408337
rna19865,gene8618,408337
rna19866,gene8618,408337
rna19867,gene8618,408337
rna19868,gene8618,408337
rna19869,gene8618,408337
rna19861,gene8618,408337
rna19860,gene8618,408337
rna19880,gene8624,408339
rna19879,gene8624,408339
rna19878,gene8624,408339
rna20075,gene8716,408342
rna20076,gene8716,408342
rna20077,gene8716,408342
rna20078,gene8716,408342
rna20079,gene8716,408342
rna20080,gene8716,408342
rna20081,gene8716,408342
rna20082,gene8716,408342
rna20083,gene8716,408342
rna20084,gene8716,408342
rna20085,gene8716,408342
rna20118,gene8732,408343
rna20119,gene8732,408343
rna20120,gene8732,408343
rna20121,gene8732,408343
rna20122,gene8732,408343
rna20123,gene8732,408343
rna20124,gene8732,408343
rna20125,gene8732,408343
rna20126,gene8732,408343
rna20127,gene8732,408343
rna20115,gene8732,408343
rna20116,gene8732,408343
rna20117,gene8732,408343
rna20128,gene8732,408343
rna20129,gene8732,408343
rna20530,gene8906,408345
rna20531,gene8906,408345
rna20548,gene8914,408346
rna20554,gene8917,408347
rna20555,gene8917,408347
rna20553,gene8917,408347
rna20608,gene8943,408348
rna20607,gene8943,408348
rna20606,gene8943,408348
rna20797,gene9025,408349
rna20822,gene9032,408351
rna20821,gene9032,408351
rna20820,gene9032,408351
rna20819,gene9032,408351
rna20818,gene9032,408351
rna20825,gene9032,408351
rna20826,gene9032,408351
rna20824,gene9032,408351
rna20823,gene9032,408351
rna20837,gene9039,408352
rna20842,gene9041,408353
rna20895,gene9062,408354
rna20896,gene9062,408354
rna20897,gene9062,408354
rna20898,gene9062,408354
rna20899,gene9062,408354
rna20901,gene9063,408355
rna20900,gene9063,408355
rna20924,gene9072,408358
rna20925,gene9072,408358
rna20926,gene9072,408358
rna20927,gene9072,408358
rna20928,gene9072,408358
rna20943,gene9078,408359
rna20944,gene9078,408359
rna20945,gene9078,408359
rna20946,gene9078,408359
rna20947,gene9078,408359
rna20948,gene9078,408359
rna20962,gene9087,408361
rna20961,gene9087,408361
rna20960,gene9087,408361
rna20967,gene9089,408363
rna20968,gene9089,408363
rna20969,gene9089,408363
rna20971,gene9090,408364
rna20970,gene9090,408364
rna20973,gene9091,408365
rna20972,gene9091,408365
rna20981,gene9097,408367
rna20998,gene9105,408368
rna21010,gene9114,408369
rna21011,gene9114,408369
rna22225,gene9611,408370
rna22222,gene9608,408371
rna22213,gene9605,408372
rna22215,gene9605,408372
rna22214,gene9605,408372
rna22216,gene9605,408372
rna22217,gene9605,408372
rna22218,gene9605,408372
rna22219,gene9605,408372
rna22492,gene9750,408373
rna22495,gene9753,408374
rna22496,gene9753,408374
rna22497,gene9753,408374
rna22498,gene9753,408374
rna22577,gene9793,408379
rna22578,gene9794,408380
rna22794,gene9886,408381
rna22795,gene9886,408381
rna19727,gene8568,408382
rna23148,gene10023,408383
rna23149,gene10023,408383
rna23150,gene10023,408383
rna23151,gene10023,408383
rna23153,gene10025,408384
rna23154,gene10025,408384
rna23166,gene10031,408385
rna23167,gene10031,408385
rna23181,gene10036,408386
rna23189,gene10040,408387
rna22944,gene9945,408388
rna22920,gene9933,408390
rna22921,gene9933,408390
rna22922,gene9933,408390
rna22923,gene9933,408390
rna22924,gene9933,408390
rna22925,gene9933,408390
rna22926,gene9933,408390
rna22927,gene9933,408390
rna22928,gene9933,408390
rna22929,gene9933,408390
rna17149,gene7401,408391
rna23073,gene9992,408392
rna23080,gene9995,408393
rna23081,gene9995,408393
rna23082,gene9995,408393
rna23083,gene9995,408393
rna23084,gene9995,408393
rna23085,gene9995,408393
rna23086,gene9995,408393
rna23087,gene9995,408393
rna23088,gene9995,408393
rna23089,gene9995,408393
rna23090,gene9995,408393
rna23125,gene10011,408394
rna23136,gene10018,408395
rna23135,gene10018,408395
rna23346,gene10126,408397
rna23355,gene10132,408398
rna23354,gene10132,408398
rna23353,gene10132,408398
rna23352,gene10132,408398
rna23356,gene10132,408398
rna23383,gene10143,408399
rna23382,gene10143,408399
rna23384,gene10143,408399
rna23381,gene10143,408399
rna23380,gene10143,408399
rna23385,gene10143,408399
rna23399,gene10151,408400
rna23403,gene10154,408401
rna23423,gene10158,408402
rna23422,gene10158,408402
rna23586,gene10227,408405
rna23585,gene10227,408405
rna23587,gene10228,408406
rna23588,gene10228,408406
rna23589,gene10228,408406
rna23590,gene10228,408406
rna23591,gene10228,408406
rna23592,gene10228,408406
rna23596,gene10231,408407
rna23609,gene10238,408408
rna23615,gene10240,408409
rna23616,gene10240,408409
rna23617,gene10240,408409
rna23618,gene10240,408409
rna23632,gene10247,408411
rna23631,gene10247,408411
rna23630,gene10247,408411
rna23633,gene10247,408411
rna23638,gene10249,408412
rna23637,gene10249,408412
rna23636,gene10249,408412
rna23646,gene10254,408413
rna23685,gene10281,408414
rna23688,gene10283,408415
rna23695,gene10288,408416
rna23696,gene10289,408417
rna23697,gene10289,408417
rna23698,gene10289,408417
rna23700,gene10291,408418
rna23710,gene10293,408420
rna23711,gene10293,408420
rna23717,gene10293,408420
rna23716,gene10293,408420
rna23715,gene10293,408420
rna23714,gene10293,408420
rna23713,gene10293,408420
rna23712,gene10293,408420
rna23718,gene10293,408420
rna23766,gene10311,408421
rna23765,gene10311,408421
rna23808,gene10318,408423
rna23807,gene10318,408423
rna23806,gene10318,408423
rna23805,gene10318,408423
rna23801,gene10318,408423
rna23802,gene10318,408423
rna23803,gene10318,408423
rna23804,gene10318,408423
rna23799,gene10318,408423
rna23800,gene10318,408423
rna23795,gene10318,408423
rna23796,gene10318,408423
rna23797,gene10318,408423
rna23798,gene10318,408423
rna23792,gene10318,408423
rna23793,gene10318,408423
rna23794,gene10318,408423
rna23791,gene10318,408423
rna23787,gene10318,408423
rna23788,gene10318,408423
rna23789,gene10318,408423
rna23790,gene10318,408423
rna23784,gene10318,408423
rna23785,gene10318,408423
rna23786,gene10318,408423
rna23782,gene10318,408423
rna23783,gene10318,408423
rna23809,gene10318,408423
rna23810,gene10318,408423
rna23811,gene10318,408423
rna23826,gene10328,408424
rna23854,gene10342,408426
rna23855,gene10342,408426
rna23861,gene10346,408427
rna23873,gene10346,408427
rna23863,gene10346,408427
rna23864,gene10346,408427
rna23865,gene10346,408427
rna23866,gene10346,408427
rna23867,gene10346,408427
rna23868,gene10346,408427
rna23869,gene10346,408427
rna23870,gene10346,408427
rna23871,gene10346,408427
rna23872,gene10346,408427
rna23862,gene10346,408427
rna23875,gene10347,408428
rna23874,gene10347,408428
rna23896,gene10352,408429
rna23895,gene10352,408429
rna23894,gene10352,408429
rna23893,gene10352,408429
rna23892,gene10352,408429
rna23891,gene10352,408429
rna23889,gene10352,408429
rna23890,gene10352,408429
rna23888,gene10352,408429
rna23887,gene10352,408429
rna23886,gene10352,408429
rna23885,gene10352,408429
rna23884,gene10352,408429
rna23882,gene10352,408429
rna23883,gene10352,408429
rna23881,gene10352,408429
rna23921,gene10358,408430
rna23924,gene10358,408430
rna23923,gene10358,408430
rna23922,gene10358,408430
rna23925,gene10358,408430
rna23926,gene10358,408430
rna23927,gene10358,408430
rna23928,gene10358,408430
rna23929,gene10358,408430
rna23930,gene10358,408430
rna23931,gene10358,408430
rna23932,gene10358,408430
rna23933,gene10358,408430
rna23934,gene10358,408430
rna23935,gene10358,408430
rna23936,gene10358,408430
rna23937,gene10358,408430
rna23938,gene10358,408430
rna23947,gene10362,408431
rna23953,gene10368,408432
rna23955,gene10368,408432
rna23954,gene10368,408432
rna23975,gene10381,408433
rna23996,gene10391,408434
rna23995,gene10391,408434
rna24066,gene10420,408435
rna24060,gene10420,408435
rna24061,gene10420,408435
rna24062,gene10420,408435
rna24063,gene10420,408435
rna24064,gene10420,408435
rna24065,gene10420,408435
rna24059,gene10420,408435
rna24167,gene10468,408438
rna24166,gene10468,408438
rna24165,gene10468,408438
rna24159,gene10463,408439
rna25732,gene11151,408441
rna25733,gene11151,408441
rna25753,gene11153,408442
rna25752,gene11153,408442
rna25751,gene11153,408442
rna24580,gene10649,408443
rna24581,gene10650,408444
rna24582,gene10650,408444
rna24583,gene10650,408444
rna24584,gene10650,408444
rna24605,gene10661,408446
rna24606,gene10661,408446
rna24696,gene10704,408447
rna24699,gene10707,408448
rna24740,gene10724,408449
rna24741,gene10724,408449
rna24742,gene10724,408449
rna24743,gene10724,408449
rna24712,gene10712,408450
rna24711,gene10712,408450
rna24710,gene10712,408450
rna24709,gene10712,408450
rna24708,gene10712,408450
rna24707,gene10712,408450
rna24715,gene10712,408450
rna24716,gene10712,408450
rna24713,gene10712,408450
rna24714,gene10712,408450
rna24787,gene10747,408451
rna24788,gene10747,408451
rna24789,gene10747,408451
rna24806,gene10753,408452
rna24809,gene10756,408453
rna25030,gene10861,408455
rna25031,gene10861,408455
rna25032,gene10861,408455
rna25043,gene10868,408456
rna25044,gene10868,408456
rna25045,gene10868,408456
rna25046,gene10868,408456
rna25084,gene10879,408457
rna25085,gene10879,408457
rna25095,gene10882,408458
rna25092,gene10882,408458
rna25093,gene10882,408458
rna25094,gene10882,408458
rna25091,gene10882,408458
rna25090,gene10882,408458
rna25154,gene10905,408461
rna25153,gene10905,408461
rna25165,gene10912,408462
rna25164,gene10912,408462
rna25166,gene10912,408462
rna25167,gene10912,408462
rna25168,gene10913,408463
rna25169,gene10913,408463
rna25170,gene10913,408463
rna25171,gene10913,408463
rna25172,gene10913,408463
rna25173,gene10913,408463
rna25174,gene10913,408463
rna25175,gene10913,408463
rna25176,gene10913,408463
rna25177,gene10913,408463
rna25178,gene10913,408463
rna25183,gene10916,408464
rna25184,gene10916,408464
rna25185,gene10916,408464
rna25253,gene10958,408465
rna25254,gene10958,408465
rna25256,gene10958,408465
rna25255,gene10958,408465
rna25257,gene10958,408465
rna25258,gene10958,408465
rna25259,gene10958,408465
rna25260,gene10958,408465
rna25261,gene10958,408465
rna25264,gene10960,408467
rna25265,gene10960,408467
rna25266,gene10960,408467
rna25267,gene10960,408467
rna25268,gene10960,408467
rna25269,gene10960,408467
rna25270,gene10960,408467
rna25271,gene10960,408467
rna25323,gene10984,408470
rna25324,gene10984,408470
rna25325,gene10984,408470
rna25326,gene10984,408470
rna25327,gene10984,408470
rna25328,gene10984,408470
rna25329,gene10984,408470
rna25364,gene10996,408471
rna25363,gene10996,408471
rna25362,gene10996,408471
rna25375,gene11000,408473
rna25376,gene11001,408474
rna25377,gene11001,408474
rna25463,gene11039,408477
rna25464,gene11040,408478
rna25465,gene11040,408478
rna25466,gene11040,408478
rna25481,gene11044,408480
rna25482,gene11044,408480
rna25483,gene11045,408481
rna25497,gene11054,408485
rna25499,gene11054,408485
rna25498,gene11054,408485
rna25556,gene11086,408489
rna25557,gene11086,408489
rna25558,gene11086,408489
rna25559,gene11086,408489
rna25560,gene11086,408489
rna25561,gene11086,408489
rna25562,gene11086,408489
rna25563,gene11086,408489
rna25564,gene11086,408489
rna25565,gene11086,408489
rna25566,gene11086,408489
rna25567,gene11086,408489
rna25568,gene11086,408489
rna25569,gene11086,408489
rna25570,gene11086,408489
rna25571,gene11086,408489
rna25572,gene11086,408489
rna25573,gene11086,408489
rna25574,gene11086,408489
rna25596,gene11098,408493
